DATE,WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G
9/30/1964,3.67,0,0,0,15.7,0,6.7,1.1
10/1/1964,3.08,0,0,0,16.1,0,7.2,2.3
10/2/1964,6.96,0,0,0,14.4,0,6,1.3
10/3/1964,7.67,0,0,0,16.2,0,3.4,-0.9
10/4/1964,6.87,0,5,0,17.3,0,3.4,2.2
10/5/1964,10.41,0,3.6,0,16,0,13.4,11.6
10/6/1964,16.46,0,8.8,0,15.4,0,7.3,4.3
10/7/1964,18.71,0,0.5,0,13.6,0,11,8.2
10/8/1964,14.83,0,2.3,0,11.9,0,7.7,3.7
10/9/1964,7.12,0,24.5,0,10.6,0,4.9,-1
10/10/1964,15.37,0,1.6,0,10.4,0,0.6,0
10/11/1964,8.71,0,0.4,0,10.4,0,1.6,-1.4
10/12/1964,6.75,0,2.2,0,12.1,0,1.6,-1.6
10/13/1964,9.08,0,2.7,0,9,0,0,-1.1
10/14/1964,9.13,0,2.7,0,10.4,0,3.3,4
10/15/1964,12.04,0,0.5,0,10.7,0,5.1,2.9
10/16/1964,10.13,0,0.4,0,12.8,0,5.7,1.1
10/17/1964,5.58,0,0,0,12.4,0,1.8,-1.8
10/18/1964,4.17,0,0.2,0,17.2,2,4,?
10/19/1964,5.17,0,0,0,17.1,0,11.8,6.6
10/20/1964,5.75,0,1.2,0,16,0,6.2,1.7
10/21/1964,5.25,0,0,0,15.4,0,10.2,6.7
10/22/1964,12,0,1.6,0,10.4,0,6.2,3.9
10/23/1964,14.71,0,0.1,0,9.3,0,5,-0.7
10/24/1964,10.37,0,1,0,11,0,0.8,-2.6
10/25/1964,6.25,4,0,0,12.8,0,4.3,?
10/26/1964,6.25,0,0.9,0,14.4,0,6.3,3.7
10/27/1964,2.54,0,0,0,15.3,0,7.8,3.3
10/28/1964,2.46,0,0,0,13.2,0,2.3,-1.2
10/29/1964,1.92,0,0,0,10.3,0,4.4,0.1
10/30/1964,1.75,0,0,0,11.7,0,4.9,2.1
10/31/1964,6.21,0,0.3,0,12.8,0,7.8,6.1
11/1/1964,2.46,0,0,0,12.1,0,5.4,2.2
11/2/1964,6.17,0,0,0,10.9,0,1.1,-1.9
11/3/1964,8.54,0,0,0,10.7,0,2.1,-2.2
11/4/1964,9.67,0,0,0,10.6,0,5.4,0.4
11/5/1964,8,0,0,0,10.2,0,8.2,7.2
11/6/1964,5.88,0,0,0,9.7,0,7.2,6.4
11/7/1964,9.21,0,0,0,10.1,0,1.8,-2.6
11/8/1964,7.71,0,0,0,9.4,0,0.6,-4
11/9/1964,3.46,0,0,0,10.1,1,-5,-7.8
11/10/1964,2.96,0,0.7,0,10.2,1,-5,-7.9
11/11/1964,8.96,0,0.3,0,14.1,3,-3.9,-6.9
11/12/1964,14.04,0,1.9,0,14.3,0,3.3,3.2
11/13/1964,16.13,0,0.6,0,14.3,0,7.9,5.7
11/14/1964,24.08,0,1.1,0,11.4,0,9.2,7.2
11/15/1964,17.88,0,2.2,0,12.8,0,5.4,2.8
11/16/1964,17.33,0,6.3,0,13.3,0,7.1,7.3
11/17/1964,9.62,0,5.2,0,15.6,0,5.8,2.8
11/18/1964,12.42,0,0.3,0,14.4,0,7.4,2.8
11/19/1964,11.29,0,0,0,12.6,0,10.9,8.3
11/20/1964,9.25,0,0,0,11.1,0,5.1,-0.2
11/21/1964,6.46,0,0.3,0,13.8,0,4.6,1.6
11/22/1964,11.63,0,0.1,0,12.9,2,6.3,6.8
11/23/1964,13.54,0,0,0,14,0,7.6,7.8
11/24/1964,18.16,4,0,0,14.4,0,8.2,?
11/25/1964,8.5,0,0.1,0,13.4,0,9.8,8.2
11/26/1964,13.21,0,1.7,0,13.2,0,9.9,8
11/27/1964,16.08,0,0,0,7,0,2.1,-1
11/28/1964,15.41,0,1.6,0,6.8,0,0.4,-2.4
11/29/1964,14.71,0,0.7,0,7.2,0,0.8,?
11/30/1964,11.12,0,0,0,6.8,1,-0.9,-6
12/1/1964,12.42,4,0,0,7.8,0,2.2,-1.1
12/2/1964,15.04,0,0.7,0,10.3,1,-1.4,-6.1
12/3/1964,15.79,0,0.1,0,7.2,0,3.3,1.4
12/4/1964,9.54,0,1.4,0,10.7,0,2.1,-1
12/5/1964,16.42,0,0.4,0,12.1,0,1.1,-0.4
12/6/1964,19.38,0,11.4,0,12.7,0,7.8,7.8
12/7/1964,16.75,0,7,0,13.7,0,6.3,1.7
12/8/1964,20.88,0,15.5,0,12.9,0,4.8,2.6
12/9/1964,13.54,4,0,0,11,0,6.8,7.2
12/10/1964,7.17,0,0,0,8.2,0,0.2,-4
12/11/1964,14,0,11.8,0,13.3,1,-3.2,-7.9
12/12/1964,12.75,0,18.5,0,13.2,1,-2.6,?
12/13/1964,15.71,0,0,0,12.4,0,4.4,2.3
12/14/1964,8.87,0,0,0,5.1,0,0.1,-4.4
12/15/1964,7.83,0,6.7,0,9,1,-4,-8.3
12/16/1964,9.87,0,0.7,0,7.9,1,-3.9,?
12/17/1964,8.21,0,0.2,0,6.7,0,4.4,0
12/18/1964,3.21,0,0,0,4.4,0,1.9,-1.7
12/19/1964,6.29,0,0.5,0,7.1,0,0.8,-0.3
12/20/1964,10.21,4,0,0,7.4,0,1.8,-0.1
12/21/1964,14.37,0,0.3,0,7.1,0,3.2,-0.6
12/22/1964,15.04,4,0,2,7,0,5.3,3
12/23/1964,10.34,0,4.3,0,6.2,0,4.6,2.7
12/24/1964,10.17,0,0,0,5.6,0,1.1,-1.2
12/25/1964,10.79,4,0,0,5,1,-2.7,-5.7
12/26/1964,8.71,0,18.7,0,3.7,1,-2.6,-5.6
12/27/1964,10.37,0,2.8,0,4.2,1,-0.9,-2.2
12/28/1964,6.96,0,1.8,0,7.9,1,-3.6,-7.9
12/29/1964,17.88,0,1.3,0,9.4,1,-3.4,?
12/30/1964,20.3,0,3.4,0,5.6,0,5,3.9
12/31/1964,19.83,0,0.3,0,6.2,0,1.6,-0.4
1/1/1965,10.25,0,0,4,?,4,?,-2.2
1/2/1965,7.79,0,0.6,4,?,4,?,-5.5
1/3/1965,8.63,4,0,4,?,4,?,-4.6
1/4/1965,7.71,4,0,4,?,4,?,-7.7
1/5/1965,7.62,4,0,4,?,4,?,-10.4
1/6/1965,14.79,0,0.2,4,?,4,?,3.2
1/7/1965,13.17,0,2.9,4,?,4,?,8.4
1/8/1965,13.21,0,1.4,4,?,4,?,2.6
1/9/1965,21.84,0,5.6,4,?,4,?,0.5
1/10/1965,19.62,0,0.3,4,?,4,?,6.6
1/11/1965,18.12,0,0.3,4,?,4,?,5.2
1/12/1965,17.21,0,4.1,4,?,4,?,0.5
1/13/1965,23.45,0,3.9,4,?,4,?,-0.7
1/14/1965,20.12,0,3.5,4,?,4,?,-1.1
1/15/1965,17.08,0,5.5,4,?,4,?,-0.7
1/16/1965,18.84,0,4.7,4,?,4,?,0
1/17/1965,28.5,0,13.7,4,?,4,?,1.1
1/18/1965,16.96,4,0,4,?,4,?,0.6
1/19/1965,10.63,0,32.4,4,?,4,?,-4.3
1/20/1965,20.12,0,2.1,4,?,4,?,0.5
1/21/1965,10.63,0,3.5,4,?,4,?,-6.1
1/22/1965,11.34,0,0,4,?,4,?,-3.4
1/23/1965,9.92,0,1,4,?,4,?,-1.1
1/24/1965,5.58,0,0.2,4,?,4,?,-1.1
1/25/1965,5.5,0,0,4,?,4,?,-0.3
1/26/1965,8.87,0,4.2,4,?,4,?,0.4
1/27/1965,9.33,0,4.9,4,?,4,?,-0.6
1/28/1965,10.29,0,3.3,4,?,4,?,-1.4
1/29/1965,13.29,0,0,4,?,4,?,-0.6
1/30/1965,15.09,0,0,4,?,4,?,-0.5
1/31/1965,13.88,0,0,4,?,4,?,0
2/1/1965,8.63,0,0,4,?,4,?,-7.2
2/2/1965,8.83,0,0,4,?,4,?,-2.6
2/3/1965,4.21,0,0,4,?,4,?,-9.2
2/4/1965,3.63,0,0,4,?,4,?,-1
2/5/1965,5.66,0,0,4,?,4,?,-6.2
2/6/1965,4.79,0,0,4,?,4,?,0.5
2/7/1965,9.38,0,0,4,?,4,?,2.6
2/8/1965,4.79,0,0,4,?,4,?,-3.2
2/9/1965,6,0,0.3,4,?,4,?,2.5
2/10/1965,7.29,0,0,4,?,4,?,0
2/11/1965,12.87,0,0,4,?,4,?,1.2
2/12/1965,21.04,0,0.9,4,?,4,?,5
2/13/1965,18.63,4,0,4,?,4,?,0.2
2/14/1965,9.29,0,0,4,?,4,?,-4.5
2/15/1965,8.33,0,0,4,?,4,?,1.3
2/16/1965,5.88,0,0,4,?,4,?,-0.2
2/17/1965,9.42,4,0,4,?,4,?,4.8
2/18/1965,4.25,4,0,4,?,4,?,-4.5
2/19/1965,13.46,4,0,4,?,4,?,4.6
2/20/1965,15.92,0,1.1,4,?,4,?,3.2
2/21/1965,11.83,0,0.4,4,?,4,?,0.8
2/22/1965,10,0,0.1,4,?,4,?,1.7
2/23/1965,7.41,0,1.5,4,?,4,?,2.6
2/24/1965,12.42,0,1,4,?,4,?,-0.5
2/25/1965,4.79,0,0,4,?,4,?,-7.7
2/26/1965,10.83,0,0.4,4,?,4,?,-5.8
2/27/1965,8.46,0,0.1,4,?,4,?,-1.2
2/28/1965,11,0,1.1,4,?,4,?,-5.5
3/1/1965,17.33,0,3.1,4,?,4,?,-5.5
3/2/1965,8.79,0,0.4,4,?,4,?,-8.8
3/3/1965,14.83,0,6.3,4,?,4,?,-5.5
3/4/1965,22.46,0,0,4,?,4,?,-0.3
3/5/1965,11.54,0,0,4,?,4,?,-3.4
3/6/1965,8.46,0,0,4,?,4,?,-7.7
3/7/1965,10.63,0,0,4,?,4,?,-7
3/8/1965,8.46,0,0,4,?,4,?,-5.5
3/9/1965,9.33,0,0,4,?,4,?,-8.1
3/10/1965,18.34,0,0,4,?,4,?,0.7
3/11/1965,12.42,0,0.4,4,?,4,?,-2.5
3/12/1965,13.17,0,0.6,4,?,4,?,4.4
3/13/1965,8.58,4,0,4,?,4,?,-0.3
3/14/1965,9.21,0,0,4,?,4,?,3.5
3/15/1965,15.92,0,2.4,4,?,4,?,4.8
3/16/1965,20.3,0,1.3,4,?,4,?,4.4
3/17/1965,6.63,0,0.6,4,?,4,?,2.1
3/18/1965,12.96,0,0.7,4,?,4,?,-0.7
3/19/1965,7.12,0,3.2,4,?,4,?,-1.6
3/20/1965,12.58,0,6.6,4,?,4,?,2.3
3/21/1965,12.08,0,5,4,?,4,?,4
3/22/1965,8.38,0,4.5,4,?,4,?,3.8
3/23/1965,10.5,0,1,4,?,4,?,6.1
3/24/1965,14.04,0,2.7,4,?,4,?,2.2
3/25/1965,17.12,0,6.8,4,?,4,?,0
3/26/1965,14.04,0,0.6,4,?,4,?,2.6
3/27/1965,16.66,4,0,4,?,4,?,8.3
3/28/1965,7.41,0,0,4,?,4,?,-1.1
3/29/1965,5.71,0,0,4,?,4,?,-5.2
3/30/1965,10.83,0,0,4,?,4,?,-3.2
3/31/1965,10.67,0,0,4,?,4,?,-0.5
4/1/1965,8.67,0,0,0,11.1,0,6.1,-2.2
4/2/1965,8.12,0,0,0,16.7,0,1.8,-3.2
4/3/1965,8.71,0,0,0,15,0,0,-4.3
4/4/1965,11.34,0,1,0,13.8,0,7.2,4.4
4/5/1965,4.88,0,1.4,0,10.7,0,6.4,2.7
4/6/1965,9.17,0,1,0,11.7,0,0.6,-3.3
4/7/1965,8.08,0,0.2,0,11.8,0,1.9,-2.2
4/8/1965,9.92,0,0.6,0,13.9,2,7,4.6
4/9/1965,12.17,0,10.2,0,13.9,0,2.9,-1.7
4/10/1965,18,0,0.9,0,12.2,0,6.6,6.8
4/11/1965,19.55,0,3.9,0,9.4,0,3.7,1.7
4/12/1965,18.66,0,0.6,0,12.1,0,4.4,1.9
4/13/1965,10.37,0,4.3,0,12.9,0,3.4,-0.1
4/14/1965,12.46,0,1.3,0,14.6,0,7.4,6.7
4/15/1965,15.34,0,0.1,0,14.4,0,10.6,9.7
4/16/1965,16.21,0,0.8,0,14.4,0,7.7,5.3
4/17/1965,27.08,0,1,0,13.9,0,10.1,9.8
4/18/1965,21.87,0,0.8,0,12.3,0,3.9,0.6
4/19/1965,20.38,0,0.1,0,11.7,0,0.7,-0.8
4/20/1965,8.04,0,0,0,8.9,0,1.7,-1.9
4/21/1965,7.5,4,0,0,10.1,1,-1.7,-6.1
4/22/1965,4.79,0,2,0,12.1,0,3.4,-2.9
4/23/1965,8.67,0,0.2,0,12.8,0,4,1.8
4/24/1965,8.08,0,5.2,4,?,0,3.2,-2
4/25/1965,10.88,0,0.3,4,?,4,?,?
4/26/1965,21.5,0,2.8,0,12.3,0,5.4,2.2
4/27/1965,12.21,0,2.7,0,11.8,0,5.4,2.8
4/28/1965,8.33,0,0.3,0,10.3,0,5.4,4.6
4/29/1965,6.92,0,0,0,10.7,0,6.2,3.4
4/30/1965,10.25,0,0,0,12.2,0,7.2,3.3
5/1/1965,12.12,0,1.2,4,?,4,?,7.4
5/2/1965,14,0,1.4,4,?,4,?,7.8
5/3/1965,7.46,0,3,4,?,4,?,2.1
5/4/1965,11,0,3.6,4,?,4,?,4.7
5/5/1965,15.25,0,1.2,4,?,4,?,6.6
5/6/1965,7.08,0,4.5,4,?,4,?,-1.1
5/7/1965,11.58,0,1.4,4,?,4,?,7.1
5/8/1965,17.46,0,6.4,4,?,4,?,8.3
5/9/1965,15.25,4,0,4,?,4,?,5.6
5/10/1965,4.79,0,0,4,?,4,?,2.7
5/11/1965,3.79,0,0,4,?,4,?,10.1
5/12/1965,8.46,0,0,4,?,4,?,6.2
5/13/1965,7.41,0,0,4,?,4,?,5.1
5/14/1965,3.37,0,0,4,?,4,?,4.1
5/15/1965,3.25,0,1.8,4,?,4,?,4.1
5/16/1965,5.88,0,1,4,?,4,?,8.3
5/17/1965,6.83,0,10.8,4,?,4,?,8.8
5/18/1965,9.87,0,0.2,4,?,4,?,1.1
5/19/1965,4.08,0,0,4,?,4,?,-5
5/20/1965,7.17,0,6.2,4,?,4,?,-3.3
5/21/1965,12.62,0,4.1,4,?,4,?,7.7
5/22/1965,10.21,0,1.7,4,?,4,?,8.7
5/23/1965,12.83,0,0.6,4,?,4,?,7.3
5/24/1965,8.96,0,4.8,4,?,4,?,6.1
5/25/1965,7.87,4,0,4,?,4,?,6.3
5/26/1965,9.54,0,0.1,4,?,4,?,7.6
5/27/1965,12.38,4,0,4,?,4,?,4.2
5/28/1965,9.13,0,0,4,?,4,?,7.8
5/29/1965,8.5,4,0,4,?,4,?,4.4
5/30/1965,9.17,0,0,4,?,4,?,-1.6
5/31/1965,7.33,0,0,4,?,4,?,7.6
6/1/1965,4.17,4,0,0,14.3,0,7.8,5
6/2/1965,1.83,0,0,0,16,0,2.2,-1.1
6/3/1965,3.79,4,0,0,18.8,0,4.8,3.7
6/4/1965,6.5,0,17.6,0,17.1,0,6.8,3.4
6/5/1965,3.46,0,1.5,0,15.4,0,10.6,10
6/6/1965,4.58,0,1.3,0,15.1,0,8.4,5.7
6/7/1965,2.5,0,0,0,16.9,0,7.6,4.4
6/8/1965,4.42,0,0.3,0,18.6,0,6.3,?
6/9/1965,3.54,0,0,0,19,0,10.8,9.9
6/10/1965,4.42,0,1.3,0,19.6,0,6.8,3.9
6/11/1965,6.29,0,5,0,18.2,0,12.1,11.7
6/12/1965,5.46,0,0.2,0,20.6,0,11.6,9.4
6/13/1965,8.5,4,0,0,18.3,0,10.1,6.8
6/14/1965,7.17,0,8.6,0,21.2,0,9,6.2
6/15/1965,15.67,0,0.2,0,20.6,0,12.9,12.2
6/16/1965,11.17,0,3.3,0,18.8,0,11.2,9.4
6/17/1965,13.42,0,5.5,0,19,0,9.4,6.7
6/18/1965,24.21,0,0.4,0,18.4,0,11.2,11.6
6/19/1965,13.83,0,0.3,0,19.2,0,10.7,8.3
6/20/1965,13.46,0,10,0,20.9,0,12.1,11.7
6/21/1965,5.17,0,16.4,0,20.1,2,10.6,?
6/22/1965,10.92,0,2.2,0,19,0,10.2,10.1
6/23/1965,21.04,0,1.4,0,19,0,12.4,10.7
6/24/1965,16.92,0,1.2,0,17.9,0,11.1,9.4
6/25/1965,15.12,0,1,0,18.3,0,14.1,13.4
6/26/1965,17,0,1.1,0,17.8,0,9.9,7.2
6/27/1965,8.83,4,0,0,17.1,0,9,4.4
6/28/1965,11.63,0,0.1,0,19.7,0,9.4,6.7
6/29/1965,4.12,0,0.2,0,19.8,0,13.8,13.7
6/30/1965,8.5,4,0,0,19.1,0,13.8,12.1
7/1/1965,8.54,4,0,4,?,4,?,5.1
7/2/1965,10.17,0,0,4,?,4,?,10.6
7/3/1965,9.38,0,0,4,?,4,?,4
7/4/1965,7.79,0,0,4,?,4,?,1.7
7/5/1965,9.92,0,0.3,4,?,4,?,8.2
7/6/1965,4.88,0,1.9,4,?,4,?,12.2
7/7/1965,7.75,0,0,4,?,4,?,5
7/8/1965,9.42,0,0.7,4,?,4,?,5.1
7/9/1965,7.04,0,0.3,4,?,4,?,4.3
7/10/1965,8.04,0,0.4,4,?,4,?,9.8
7/11/1965,10.08,0,0.2,4,?,4,?,10.8
7/12/1965,5.71,0,8.2,4,?,4,?,3.8
7/13/1965,4.5,0,6.1,4,?,4,?,12.3
7/14/1965,5.96,0,0.2,4,?,4,?,12.8
7/15/1965,8.04,4,0,4,?,4,?,12.1
7/16/1965,5.41,4,0,4,?,4,?,4.2
7/17/1965,4.88,0,0,4,?,4,?,5.8
7/18/1965,10.46,0,18.1,4,?,4,?,7.7
7/19/1965,8.83,0,0,4,?,4,?,11.3
7/20/1965,4.79,0,1.6,4,?,4,?,7.7
7/21/1965,7.21,0,9.5,4,?,4,?,10.5
7/22/1965,4.79,0,12.5,4,?,4,?,6.6
7/23/1965,6.96,0,4.1,4,?,4,?,7.6
7/24/1965,10.96,0,8.5,4,?,4,?,11.2
7/25/1965,7.79,0,0.1,4,?,4,?,12.8
7/26/1965,10.67,4,0,4,?,4,?,8.4
7/27/1965,12.96,0,2.3,4,?,4,?,11.1
7/28/1965,14.09,0,5.1,4,?,4,?,12.8
7/29/1965,18.71,0,0.2,4,?,4,?,12.3
7/30/1965,5.33,0,0.1,4,?,4,?,9.4
7/31/1965,13.29,0,0.9,4,?,4,?,2.8
8/1/1965,9.92,0,6.2,4,?,4,?,5.5
8/2/1965,7.71,0,6.7,4,?,4,?,10.6
8/3/1965,5.63,0,15.7,4,?,4,?,5.6
8/4/1965,11.92,0,0.2,4,?,4,?,12.5
8/5/1965,17.54,0,0,4,?,4,?,10.7
8/6/1965,12.33,0,2.8,4,?,4,?,7.7
8/7/1965,8.63,0,0.2,4,?,4,?,6
8/8/1965,3.58,0,0,4,?,4,?,6
8/9/1965,6.54,0,0.2,4,?,4,?,6.1
8/10/1965,9.75,0,0,4,?,4,?,10.7
8/11/1965,11.08,0,0,4,?,4,?,12.4
8/12/1965,11.17,0,0,4,?,4,?,14.4
8/13/1965,6.5,0,0,4,?,4,?,14.7
8/14/1965,7.12,0,0.2,4,?,4,?,12.7
8/15/1965,7.21,0,0,4,?,4,?,11.6
8/16/1965,4.21,0,0,4,?,4,?,6.8
8/17/1965,7.87,0,0,4,?,4,?,10
8/18/1965,12.67,0,0,4,?,4,?,12.8
8/19/1965,10.96,0,1.4,4,?,4,?,9
8/20/1965,14.17,0,4.6,4,?,4,?,6.1
8/21/1965,14.88,0,2.2,4,?,4,?,11
8/22/1965,16.83,0,0.8,4,?,4,?,8.8
8/23/1965,11.87,0,0.5,4,?,4,?,10.5
8/24/1965,16.42,0,4.7,4,?,4,?,11.1
8/25/1965,15.71,0,0.4,4,?,4,?,7.3
8/26/1965,7.79,0,0.6,4,?,4,?,10.3
8/27/1965,8.58,0,1.3,4,?,4,?,2
8/28/1965,16.92,0,0,4,?,4,?,12.2
8/29/1965,15.25,4,0,4,?,4,?,8.1
8/30/1965,11.87,0,1.8,4,?,4,?,7.1
8/31/1965,9.87,0,3,4,?,4,?,6.1
9/1/1965,7.75,0,0,4,?,4,?,1.6
9/2/1965,3.29,0,0,4,?,4,?,1.5
9/3/1965,10.63,0,0.8,4,?,4,?,2.2
9/4/1965,13.54,0,2,4,?,4,?,5
9/5/1965,11.29,0,0.5,4,?,4,?,9.6
9/6/1965,3.96,0,0.2,4,?,4,?,6.4
9/7/1965,5.33,4,0,4,?,4,?,3
9/8/1965,7.29,0,1.4,4,?,4,?,?
9/9/1965,16.33,0,1.4,4,?,4,?,?
9/10/1965,14.21,0,1,4,?,4,?,?
9/11/1965,10.92,0,0.2,4,?,4,?,9.7
9/12/1965,3.42,0,1.2,4,?,4,?,7.8
9/13/1965,2.71,0,1.2,4,?,4,?,10
9/14/1965,4.25,0,0.3,4,?,4,?,3.8
9/15/1965,6.42,0,2.5,4,?,4,?,13.2
9/16/1965,9.54,0,2,4,?,4,?,7.2
9/17/1965,12.71,0,25.1,4,?,4,?,6.3
9/18/1965,13.04,0,0.6,4,?,4,?,7.6
9/19/1965,9.25,4,0,4,?,4,?,0
9/20/1965,9.54,0,0,4,?,4,?,8.2
9/21/1965,12.21,4,0,4,?,4,?,6.6
9/22/1965,8.25,4,0,4,?,4,?,12.1
9/23/1965,4.21,0,2.6,4,?,4,?,7.5
9/24/1965,5.96,0,25.3,4,?,4,?,2.7
9/25/1965,4.29,4,0,4,?,4,?,10
9/26/1965,3.42,0,11,4,?,4,?,9.4
9/27/1965,5.37,0,0,4,?,4,?,0.6
9/28/1965,2.5,0,0,4,?,4,?,-2
9/29/1965,11.63,0,0.1,4,?,4,?,7.7
9/30/1965,15.63,4,0,4,?,4,?,9.8
10/1/1965,8,0,11.5,4,?,4,?,6.2
10/2/1965,4.67,0,1.5,4,?,4,?,8.7
10/3/1965,9.79,0,4.2,4,?,4,?,6.6
10/4/1965,6.79,0,1.5,4,?,4,?,12.3
10/5/1965,2.13,0,0.1,4,?,4,?,6.5
10/6/1965,0.42,0,2.5,4,?,4,?,5.1
10/7/1965,4.96,0,0.1,4,?,4,?,10.5
10/8/1965,10.71,4,0,4,?,4,?,12.7
10/9/1965,11.79,4,0,4,?,4,?,7.8
10/10/1965,9.04,4,0,4,?,4,?,1.6
10/11/1965,4,4,0,4,?,4,?,-0.5
10/12/1965,3,0,0,4,?,4,?,-1.3
10/13/1965,3.29,4,0,4,?,4,?,8.8
10/14/1965,6.75,0,2,4,?,4,?,2.7
10/15/1965,10.08,4,0,4,?,4,?,1.6
10/16/1965,5.29,4,0,4,?,4,?,0.8
10/17/1965,4.96,0,0.3,4,?,4,?,1.4
10/18/1965,5.33,0,0,4,?,4,?,8
10/19/1965,9.21,0,0,4,?,4,?,4.2
10/20/1965,10.46,4,0,4,?,4,?,3.4
10/21/1965,11.87,0,0,4,?,4,?,6.1
10/22/1965,8.96,0,0,4,?,4,?,9.3
10/23/1965,7.87,0,0,4,?,4,?,7.5
10/24/1965,6.83,0,0,4,?,4,?,-1.6
10/25/1965,7.17,4,0,4,?,4,?,1.8
10/26/1965,6.08,0,0,4,?,4,?,0.5
10/27/1965,17,0,1.3,4,?,4,?,10.1
10/28/1965,20,0,0.2,4,?,4,?,8.8
10/29/1965,15.12,4,0,4,?,4,?,2.3
10/30/1965,21.62,0,1.8,4,?,4,?,7.2
10/31/1965,19.21,0,8.5,4,?,4,?,4.4
11/1/1965,29.17,4,0,4,?,4,?,6.7
11/2/1965,12.04,0,0,4,?,4,?,0.1
11/3/1965,11.42,0,0.3,4,?,4,?,-3.8
11/4/1965,6.04,0,0,4,?,4,?,-2.6
11/5/1965,4.83,0,0,4,?,4,?,-1
11/6/1965,16,0,1.3,4,?,4,?,-0.5
11/7/1965,11.58,0,5.6,4,?,4,?,3.8
11/8/1965,9.59,0,1.4,4,?,4,?,1.6
11/9/1965,9.38,0,0.9,4,?,4,?,7.7
11/10/1965,6.96,0,0,4,?,4,?,7.5
11/11/1965,14.83,0,2.3,4,?,4,?,5.5
11/12/1965,6.75,0,0.7,4,?,4,?,1.5
11/13/1965,8.5,0,5.6,4,?,4,?,4.4
11/14/1965,11.63,4,0,4,?,4,?,0.5
11/15/1965,11.34,0,11.2,4,?,4,?,-6.6
11/16/1965,27.58,0,52.2,4,?,4,?,0
11/17/1965,25.33,0,25.6,4,?,4,?,0
11/18/1965,15.92,0,19.1,4,?,4,?,4
11/19/1965,9.75,0,2,4,?,4,?,5.4
11/20/1965,15.75,0,9,4,?,4,?,3.3
11/21/1965,10.75,0,5.3,4,?,4,?,-0.1
11/22/1965,10.67,4,0,4,?,4,?,-6.5
11/23/1965,20,0,5.8,4,?,4,?,-4.4
11/24/1965,7.46,0,28,4,?,4,?,-3.4
11/25/1965,13.75,0,7,4,?,4,?,3.3
11/26/1965,9.33,0,6.1,4,?,4,?,-4.4
11/27/1965,16.33,0,0.1,4,?,4,?,-1
11/28/1965,9.5,0,2.9,4,?,4,?,-3.2
11/29/1965,20.33,0,0.2,4,?,4,?,-1
11/30/1965,19.38,0,0,4,?,4,?,-3.3
12/1/1965,9.96,0,4.5,4,?,4,?,-6.5
12/2/1965,19.25,0,2.6,4,?,4,?,2.2
12/3/1965,15.96,0,0.6,4,?,4,?,0.8
12/4/1965,6.46,0,3.5,4,?,4,?,-3.8
12/5/1965,15.63,0,1.7,4,?,4,?,0.1
12/6/1965,18.63,0,0.1,4,?,4,?,-1.1
12/7/1965,11,0,1.8,4,?,4,?,-2.2
12/8/1965,13.46,0,9.2,4,?,4,?,-1.2
12/9/1965,24,0,5.2,4,?,4,?,5
12/10/1965,14.29,0,1,4,?,4,?,1.1
12/11/1965,11.54,0,4.2,4,?,4,?,-0.7
12/12/1965,8.92,0,13,4,?,4,?,-0.5
12/13/1965,14.29,0,0.8,4,?,4,?,2.2
12/14/1965,11.63,0,2.1,4,?,4,?,-2.7
12/15/1965,8.54,0,0,4,?,4,?,7.4
12/16/1965,8.21,0,3.7,4,?,4,?,-1.5
12/17/1965,17.92,0,0.8,4,?,4,?,-1.6
12/18/1965,7.5,0,0.8,4,?,4,?,2.1
12/19/1965,11.71,4,0,4,?,4,?,0.5
12/20/1965,8.96,0,0.1,4,?,4,?,-5.5
12/21/1965,9.42,0,0.1,4,?,4,?,-5.7
12/22/1965,9.38,0,4.3,4,?,4,?,2.7
12/23/1965,11.04,0,1,4,?,4,?,2.2
12/24/1965,7.12,0,1.6,4,?,4,?,3.7
12/25/1965,7.38,4,0,4,?,4,?,0
12/26/1965,5.79,0,0.3,4,?,4,?,-7.7
12/27/1965,6.38,0,0.3,4,?,4,?,-8.3
12/28/1965,6.58,0,1,4,?,4,?,-2.4
12/29/1965,12.5,0,1.4,4,?,4,?,-2.8
12/30/1965,17.41,0,1.7,4,?,4,?,0.1
12/31/1965,9.59,0,6.4,4,?,4,?,2.2
1/1/1966,21.79,0,0.8,0,9.1,0,4.4,2
1/2/1966,17.46,0,0.6,0,8.9,0,4.6,0.6
1/3/1966,7.83,0,0.9,0,7.2,0,1.2,-1.8
1/4/1966,15.46,0,5.1,0,12.8,1,-0.9,-3.9
1/5/1966,12.83,0,2.8,0,12.8,0,6.1,7.1
1/6/1966,10.96,0,1.6,0,12.9,0,7.9,3.9
1/7/1966,10.5,0,0,0,12.1,0,8.9,8.3
1/8/1966,12.5,0,0,0,11.1,0,7,6.1
1/9/1966,13.37,0,2.3,0,9.4,0,6.3,2.8
1/10/1966,19.21,0,27.8,0,7.4,0,4.6,3.9
1/11/1966,19.55,0,0,0,6,0,1.7,-1.3
1/12/1966,16.46,0,0,0,4.4,0,1.7,1.7
1/13/1966,12.29,0,0,0,3.9,0,2.8,1
1/14/1966,10.83,4,0,0,3.7,0,2.6,-2.1
1/15/1966,6.29,4,0,0,2,1,-2,-4.9
1/16/1966,4.71,0,3.5,0,1.9,1,-2,-1.1
